['2020-01-07', 'from', 2]
['2020-03-02', 'said', 29]
['2020-03-02', 'health', 14]
['2020-03-02', 'ministry', 2]
['2020-03-02', 'told', 3]
['2020-03-02', 'that', 24]
['2020-03-02', 'patients', 2]
['2020-03-02', 'many', 5]
['2020-03-02', 'year', 3]
['2020-03-02', 'this', 10]
['2020-03-02', 'spread', 13]
['2020-03-02', 'their', 8]
['2020-03-02', 'with', 30]
['2020-03-02', 'where', 4]
['2020-03-02', '\nthe', 23]
['2020-03-02', 'could', 3]
['2020-03-02', 'state', 11]
['2020-03-02', 'some', 4]
['2020-03-02', 'also', 3]
['2020-03-02', 'have', 21]
['2020-03-02', 'there', 6]
['2020-03-02', 'more', 13]
['2020-03-02', 'than', 13]
['2020-03-02', 'chinese', 3]
['2020-03-02', 'government', 11]
['2020-03-02', 'world', 10]
['2020-03-02', 'since', 3]
['2020-03-02', 'countries', 9]
['2020-03-02', 'deaths', 11]
['2020-03-02', 'severe', 2]
['2020-03-02', 'around', 5]
['2020-03-02', 'other', 8]
['2020-03-02', 'about', 8]
['2020-03-02', 'virus', 18]
['2020-03-02', 'including', 4]
['2020-03-02', 'authorities', 3]
['2020-03-02', 'people', 17]
['2020-03-02', 'infected', 8]
['2020-03-02', 'public', 9]
['2020-03-02', '2020', 8]
['2020-03-02', 'minister', 3]
['2020-03-02', 'reuters', 3]
['2020-03-02', 'confirmed', 15]
['2020-03-02', 'epidemic', 2]
['2020-03-02', 'measures', 4]
['2020-03-02', 'death', 4]
['2020-03-02', 'over', 9]
['2020-03-02', 'country', 7]
['2020-03-02', 'which', 7]
['2020-03-02', 'days', 5]
['2020-03-02', 'reported', 14]
['2020-03-02', 'after', 13]
['2020-03-02', 'according', 3]
['2020-03-02', 'tested', 9]
['2020-03-02', 'case', 4]
['2020-03-02', 'deadly', 6]
['2020-03-02', 'disease', 8]
['2020-03-02', 'they', 5]
['2020-03-02', 'take', 6]
['2020-03-02', 'novel', 4]
['2020-03-02', 'week', 3]
['2020-03-02', 'time', 2]
['2020-03-02', 'first', 11]
['2020-03-02', 'person', 5]
['2020-03-02', 'positive', 10]
['2020-03-02', 'will', 14]
['2020-03-02', 'travel', 7]
['2020-03-02', 'while', 4]
['2020-03-02', 'died', 7]
['2020-03-02', 'what', 3]
['2020-03-02', 'global', 6]
['2020-03-02', 'when', 2]
['2020-03-02', 'medical', 4]
['2020-03-02', 'states', 3]
['2020-03-02', 'being', 8]
['2020-03-02', 'into', 4]
['2020-03-02', 'would', 4]
['2020-03-02', 'symptoms', 3]
['2020-03-02', 'central', 3]
['2020-03-02', 'markets', 3]
['2020-03-03', 'world', 13]
['2020-03-03', 'health', 25]
['2020-03-03', 'global', 5]
['2020-03-03', 'coronavirus', 48]
['2020-03-03', 'death', 2]
['2020-03-03', 'from', 23]
['2020-03-03', 'after', 8]
['2020-03-03', 'symptoms', 2]
['2020-03-03', 'disease', 8]
['2020-03-03', 'with', 25]
['2020-03-03', 'that', 35]
['2020-03-03', 'more', 20]
['2020-03-03', 'severe', 2]
['2020-03-03', 'when', 6]
['2020-03-03', 'people', 17]
['2020-03-03', 'about', 12]
['2020-03-03', 'china', 6]
['2020-03-03', 'also', 11]
['2020-03-03', 'time', 8]
['2020-03-03', 'cases', 15]
['2020-03-03', 'countries', 4]
['2020-03-03', 'news', 10]
['2020-03-03', 'have', 18]
['2020-03-03', 'medical', 4]
['2020-03-03', 'tested', 6]
['2020-03-03', 'positive', 7]
['2020-03-03', 'outbreak', 13]
['2020-03-03', 'according', 2]
['2020-03-03', 'virus', 16]
['2020-03-03', 'infected', 5]
['2020-03-03', 'than', 11]
['2020-03-03', 'country', 4]
['2020-03-03', '\nthe', 20]
['2020-03-03', 'there', 8]
['2020-03-03', 'said', 28]
['2020-03-03', 'including', 4]
['2020-03-03', 'minister', 3]
['2020-03-03', 'deaths', 6]
['2020-03-03', 'officials', 8]
['2020-03-03', 'spread', 13]
['2020-03-03', 'first', 3]
['2020-03-03', 'they', 4]
['2020-03-03', 'were', 6]
['2020-03-03', 'this', 5]
['2020-03-03', 'under', 3]
['2020-03-03', 'into', 3]
['2020-03-03', 'which', 9]
['2020-03-03', 'told', 5]
['2020-03-03', 'been', 10]
['2020-03-03', 'authorities', 5]
['2020-03-03', 'could', 4]
['2020-03-03', 'will', 15]
['2020-03-03', 'ministry', 5]
['2020-03-03', 'reported', 2]
['2020-03-03', 'confirmed', 8]
['2020-03-03', 'novel', 8]
['2020-03-03', 'patients', 5]
['2020-03-03', 'chinese', 2]
['2020-03-03', 'wuhan', 4]
['2020-03-03', 'last', 5]
['2020-03-03', 'year', 2]
['2020-03-03', 'around', 2]
['2020-03-03', 'number', 4]
['2020-03-03', 'your', 3]
['2020-03-03', 'over', 7]
['2020-03-03', 'what', 4]
['2020-03-03', 'reuters', 3]
['2020-03-03', 'home', 5]
['2020-03-03', 'take', 2]
['2020-03-03', 'being', 2]
['2020-03-03', 'since', 6]
['2020-03-03', 'public', 6]
['2020-03-03', 'international', 2]
['2020-03-03', 'three', 3]
['2020-03-03', 'their', 8]
['2020-03-03', 'february', 2]
['2020-03-03', '2020', 5]
['2020-03-03', 'week', 3]
['2020-03-03', 'some', 2]
['2020-03-03', 'measures', 2]
['2020-03-03', 'where', 3]
['2020-03-03', 'state', 3]
['2020-03-03', 'many', 5]
['2020-03-03', 'united', 2]
['2020-03-03', 'states', 2]
['2020-03-03', 'person', 2]
['2020-03-03', 'died', 3]
['2020-03-03', 'epidemic', 2]
['2020-03-03', 'hospital', 4]
['2020-03-03', 'case', 4]
['2020-03-03', 'government', 5]
['2020-03-04', 'coronavirus', 42]
['2020-03-04', 'outbreak', 11]
['2020-03-04', 'february', 4]
['2020-03-04', 'have', 16]
['2020-03-04', 'health', 13]
['2020-03-04', 'epidemic', 2]
['2020-03-04', '\nthe', 18]
['2020-03-04', 'take', 9]
['2020-03-04', 'from', 24]
['2020-03-04', 'world', 6]
['2020-03-04', 'been', 13]
['2020-03-04', 'deadly', 4]
['2020-03-04', 'with', 21]
['2020-03-04', 'this', 12]
['2020-03-04', 'time', 4]
['2020-03-04', 'disease', 5]
['2020-03-04', 'confirmed', 5]
['2020-03-04', 'cases', 22]
['2020-03-04', 'three', 6]
['2020-03-04', 'more', 8]
['2020-03-04', 'into', 4]
['2020-03-04', 'some', 6]
['2020-03-04', 'over', 5]
['2020-03-04', 'virus', 18]
['2020-03-04', 'there', 7]
['2020-03-04', 'public', 2]
['2020-03-04', 'that', 22]
['2020-03-04', 'officials', 7]
['2020-03-04', 'medical', 8]
['2020-03-04', 'says', 5]
['2020-03-04', 'person', 4]
['2020-03-04', 'their', 10]
['2020-03-04', 'said', 23]
['2020-03-04', 'tested', 5]
['2020-03-04', 'positive', 3]
['2020-03-04', 'being', 6]
['2020-03-04', 'home', 4]
['2020-03-04', 'symptoms', 7]
['2020-03-04', 'last', 2]
['2020-03-04', 'patients', 3]
['2020-03-04', 'reported', 6]
['2020-03-04', 'your', 3]
['2020-03-04', 'novel', 6]
['2020-03-04', 'were', 11]
['2020-03-04', 'government', 4]
['2020-03-04', 'control', 3]
['2020-03-04', 'including', 2]
['2020-03-04', 'where', 7]
['2020-03-04', 'they', 14]
['2020-03-04', 'when', 6]
['2020-03-04', 'which', 12]
['2020-03-04', 'reuters', 4]
['2020-03-04', 'other', 5]
['2020-03-04', 'about', 8]
['2020-03-04', 'united', 6]
['2020-03-04', 'would', 5]
['2020-03-04', 'travel', 4]
['2020-03-04', 'people', 10]
['2020-03-04', 'country', 5]
['2020-03-04', 'also', 6]
['2020-03-04', 'will', 11]
['2020-03-04', 'according', 3]
['2020-03-04', 'death', 4]
['2020-03-04', 'after', 9]
['2020-03-04', 'city', 2]
['2020-03-04', 'around', 2]
['2020-03-04', 'china', 4]
['2020-03-04', 'spread', 5]
['2020-03-04', 'first', 2]
['2020-03-04', 'year', 2]
['2020-03-04', 'than', 4]
['2020-03-04', 'week', 4]
['2020-03-04', 'number', 4]
['2020-03-04', 'countries', 3]
['2020-03-04', 'states', 2]
['2020-03-04', 'could', 3]
['2020-03-04', 'told', 3]
['2020-03-04', 'days', 3]
['2020-03-04', 'case', 7]
['2020-03-04', 'severe', 3]
['2020-03-04', 'global', 3]
['2020-03-04', 'markets', 3]
['2020-03-04', 'measures', 3]
['2020-03-04', 'while', 3]
['2020-03-04', 'news', 4]
['2020-03-04', 'many', 5]
['2020-03-04', 'deaths', 2]
['2020-03-05', '2020', 19]
['2020-03-05', 'this', 16]
['2020-03-05', 'virus', 15]
['2020-03-05', 'week', 4]
['2020-03-05', 'over', 14]
['2020-03-05', 'more', 18]
['2020-03-05', 'than', 14]
['2020-03-05', 'last', 4]
['2020-03-05', 'first', 15]
['2020-03-05', 'case', 7]
['2020-03-05', 'coronavirus', 69]
['2020-03-05', 'measures', 2]
['2020-03-05', 'have', 35]
['2020-03-05', 'been', 16]
['2020-03-05', 'reuters', 22]
['2020-03-05', 'around', 4]
['2020-03-05', 'after', 14]
['2020-03-05', 'about', 11]
['2020-03-05', 'epidemic', 5]
['2020-03-05', 'said', 40]
['2020-03-05', 'travel', 8]
['2020-03-05', 'that', 35]
['2020-03-05', 'from', 32]
['2020-03-05', 'countries', 7]
['2020-03-05', 'people', 30]
['2020-03-05', 'would', 15]
['2020-03-05', 'which', 16]
['2020-03-05', 'state', 14]
['2020-03-05', 'patients', 2]
['2020-03-05', 'while', 5]
['2020-03-05', 'government', 6]
['2020-03-05', 'also', 14]
['2020-03-05', 'their', 2]
['2020-03-05', 'outbreak', 13]
['2020-03-05', 'public', 2]
['2020-03-05', 'symptoms', 5]
['2020-03-05', 'spread', 8]
['2020-03-05', 'cases', 19]
['2020-03-05', 'told', 5]
['2020-03-05', 'with', 24]
['2020-03-05', 'time', 3]
['2020-03-05', 'news', 8]
['2020-03-05', 'they', 6]
['2020-03-05', 'were', 6]
['2020-03-05', 'health', 12]
['2020-03-05', 'what', 3]
['2020-03-05', 'could', 3]
['2020-03-05', 'many', 2]
['2020-03-05', 'officials', 3]
['2020-03-05', 'home', 4]
['2020-03-05', 'take', 5]
['2020-03-05', 'other', 5]
['2020-03-05', 'medical', 3]
['2020-03-05', 'number', 11]
['2020-03-05', 'under', 2]
['2020-03-05', 'year', 5]
['2020-03-05', 'severe', 3]
['2020-03-05', 'where', 10]
['2020-03-05', 'disease', 7]
['2020-03-05', 'control', 2]
['2020-03-05', 'international', 3]
['2020-03-05', 'tested', 6]
['2020-03-05', 'positive', 6]
['2020-03-05', 'there', 4]
['2020-03-05', 'being', 4]
['2020-03-05', 'according', 3]
['2020-03-05', 'your', 9]
['2020-03-05', '\nthe', 24]
['2020-03-05', 'will', 18]
['2020-03-05', 'death', 13]
['2020-03-05', 'confirmed', 10]
['2020-03-05', 'infected', 10]
['2020-03-05', 'deaths', 5]
['2020-03-05', 'china', 7]
['2020-03-05', 'world', 7]
['2020-03-05', 'into', 3]
['2020-03-05', 'states', 4]
['2020-03-05', 'says', 4]
['2020-03-05', 'ministry', 3]
['2020-03-05', 'including', 2]
['2020-03-05', 'city', 4]
['2020-03-05', 'february', 6]
['2020-03-05', 'global', 2]
['2020-03-05', 'when', 3]
['2020-03-05', 'died', 6]
['2020-03-05', 'reported', 8]
['2020-03-05', 'minister', 6]
['2020-03-05', 'days', 3]
['2020-03-05', 'united', 2]
['2020-03-05', 'novel', 2]
['2020-03-06', 'more', 17]
['2020-03-06', 'have', 29]
['2020-03-06', 'been', 22]
['2020-03-06', 'with', 42]
['2020-03-06', 'coronavirus', 57]
['2020-03-06', 'disease', 10]
['2020-03-06', 'they', 4]
['2020-03-06', 'would', 9]
['2020-03-06', 'says', 10]
['2020-03-06', 'that', 38]
['2020-03-06', 'outbreak', 13]
['2020-03-06', 'told', 6]
['2020-03-06', 'their', 6]
['2020-03-06', 'health', 20]
['2020-03-06', 'about', 7]
['2020-03-06', '\nthe', 22]
['2020-03-06', 'from', 34]
['2020-03-06', 'china', 9]
['2020-03-06', 'people', 17]
['2020-03-06', 'infected', 7]
['2020-03-06', 'number', 7]
['2020-03-06', 'cases', 20]
['2020-03-06', 'than', 5]
['2020-03-06', 'were', 7]
['2020-03-06', 'officials', 7]
['2020-03-06', 'into', 3]
['2020-03-06', 'virus', 17]
['2020-03-06', 'after', 16]
['2020-03-06', '2020', 17]
['2020-03-06', 'over', 6]
['2020-03-06', 'which', 5]
['2020-03-06', 'days', 5]
['2020-03-06', 'state', 7]
['2020-03-06', 'city', 7]
['2020-03-06', 'take', 3]
['2020-03-06', 'other', 7]
['2020-03-06', 'united', 7]
['2020-03-06', 'states', 6]
['2020-03-06', 'control', 3]
['2020-03-06', 'severe', 3]
['2020-03-06', 'medical', 3]
['2020-03-06', 'home', 7]
['2020-03-06', 'this', 9]
['2020-03-06', 'last', 8]
['2020-03-06', 'died', 5]
['2020-03-06', 'while', 5]
['2020-03-06', 'being', 3]
['2020-03-06', 'hospital', 5]
['2020-03-06', 'person', 3]
['2020-03-06', 'positive', 10]
['2020-03-06', 'tested', 2]
['2020-03-06', 'reported', 6]
['2020-03-06', 'time', 4]
['2020-03-06', 'confirmed', 14]
['2020-03-06', 'case', 9]
['2020-03-06', 'said', 23]
['2020-03-06', 'what', 2]
['2020-03-06', 'death', 6]
['2020-03-06', 'there', 9]
['2020-03-06', 'deaths', 7]
['2020-03-06', 'international', 2]
['2020-03-06', 'will', 11]
['2020-03-06', 'first', 4]
['2020-03-06', 'since', 2]
['2020-03-06', 'world', 6]
['2020-03-06', 'also', 5]
['2020-03-06', 'government', 4]
['2020-03-06', 'where', 2]
['2020-03-06', 'epidemic', 4]
['2020-03-06', 'around', 3]
['2020-03-06', 'february', 2]
['2020-03-06', 'year', 4]
['2020-03-06', 'chinese', 3]
['2020-03-06', 'wuhan', 2]
['2020-03-06', 'spread', 6]
['2020-03-06', 'could', 6]
['2020-03-06', 'some', 3]
['2020-03-06', 'global', 4]
['2020-03-06', 'under', 3]
['2020-03-06', 'when', 4]
['2020-03-06', 'many', 2]
['2020-03-06', 'country', 8]
['2020-03-06', 'your', 5]
['2020-03-06', 'news', 5]
['2020-03-06', 'travel', 3]
['2020-03-06', 'deadly', 2]
['2020-03-06', 'public', 3]
['2020-03-06', 'authorities', 2]
['2020-03-06', 'minister', 3]
['2020-03-06', 'patients', 2]
['2020-03-06', 'week', 2]
['2020-03-06', 'including', 2]
['2020-03-06', 'ministry', 2]
['2020-03-06', 'symptoms', 3]
['2020-03-06', 'novel', 2]
['2020-03-07', '2020', 13]
['2020-03-07', 'says', 5]
['2020-03-07', 'government', 7]
['2020-03-07', 'with', 34]
['2020-03-07', 'novel', 10]
['2020-03-07', 'coronavirus', 46]
['2020-03-07', 'minister', 9]
['2020-03-07', 'said', 34]
['2020-03-07', 'that', 42]
['2020-03-07', 'cases', 22]
['2020-03-07', 'have', 29]
['2020-03-07', 'been', 17]
['2020-03-07', 'reported', 9]
['2020-03-07', 'case', 9]
['2020-03-07', 'under', 2]
['2020-03-07', '\nthe', 24]
['2020-03-07', 'patients', 5]
['2020-03-07', 'people', 21]
['2020-03-07', 'from', 25]
['2020-03-07', 'their', 11]
['2020-03-07', 'days', 2]
['2020-03-07', 'they', 15]
['2020-03-07', 'state', 10]
['2020-03-07', 'officials', 6]
['2020-03-07', 'could', 4]
['2020-03-07', 'also', 10]
['2020-03-07', 'where', 2]
['2020-03-07', 'which', 12]
['2020-03-07', 'virus', 22]
['2020-03-07', 'severe', 3]
['2020-03-07', 'china', 5]
['2020-03-07', 'around', 3]
['2020-03-07', 'world', 6]
['2020-03-07', 'died', 2]
['2020-03-07', 'after', 12]
['2020-03-07', 'symptoms', 2]
['2020-03-07', 'more', 14]
['2020-03-07', 'into', 7]
['2020-03-07', 'will', 18]
['2020-03-07', 'there', 9]
['2020-03-07', 'reuters', 4]
['2020-03-07', 'take', 4]
['2020-03-07', 'country', 5]
['2020-03-07', 'including', 3]
['2020-03-07', 'health', 28]
['2020-03-07', 'were', 9]
['2020-03-07', 'medical', 3]
['2020-03-07', 'about', 6]
['2020-03-07', 'spread', 9]
['2020-03-07', 'ministry', 12]
['2020-03-07', 'february', 5]
['2020-03-07', 'number', 4]
['2020-03-07', 'confirmed', 4]
['2020-03-07', 'infected', 6]
['2020-03-07', 'home', 3]
['2020-03-07', 'tested', 8]
['2020-03-07', 'positive', 12]
['2020-03-07', 'measures', 2]
['2020-03-07', 'other', 4]
['2020-03-07', 'told', 5]
['2020-03-07', 'than', 3]
['2020-03-07', 'city', 7]
['2020-03-07', 'last', 3]
['2020-03-07', 'year', 3]
['2020-03-07', 'this', 12]
['2020-03-07', 'week', 4]
['2020-03-07', 'what', 7]
['2020-03-07', 'chinese', 2]
['2020-03-07', 'travel', 3]
['2020-03-07', 'public', 4]
['2020-03-07', 'authorities', 5]
['2020-03-07', 'outbreak', 5]
['2020-03-07', 'your', 9]
['2020-03-07', 'some', 3]
['2020-03-07', 'deaths', 5]
['2020-03-07', 'death', 5]
['2020-03-07', 'news', 5]
['2020-03-07', 'first', 14]
['2020-03-07', 'while', 5]
['2020-03-07', 'over', 6]
['2020-03-07', 'since', 4]
['2020-03-07', 'being', 2]
['2020-03-07', 'states', 2]
['2020-03-07', 'person', 3]
['2020-03-07', 'disease', 2]
['2020-03-07', 'central', 2]
['2020-03-07', 'hospital', 2]
['2020-03-07', 'markets', 4]
['2020-03-07', 'many', 2]
['2020-03-08', 'coronavirus', 66]
['2020-03-08', 'outbreak', 11]
['2020-03-08', '\nthe', 26]
['2020-03-08', 'spread', 12]
['2020-03-08', 'world', 5]
['2020-03-08', 'including', 5]
['2020-03-08', 'where', 6]
['2020-03-08', 'cases', 28]
['2020-03-08', 'after', 15]
['2020-03-08', 'novel', 2]
['2020-03-08', 'being', 9]
['2020-03-08', 'reported', 12]
['2020-03-08', 'from', 26]
['2020-03-08', 'number', 7]
['2020-03-08', 'government', 5]
['2020-03-08', 'with', 41]
['2020-03-08', 'minister', 8]
['2020-03-08', 'officials', 7]
['2020-03-08', 'there', 7]
['2020-03-08', 'tested', 15]
['2020-03-08', 'positive', 15]
['2020-03-08', 'disease', 4]
['2020-03-08', 'other', 4]
['2020-03-08', 'country', 5]
['2020-03-08', 'have', 40]
['2020-03-08', 'been', 27]
['2020-03-08', 'states', 7]
['2020-03-08', 'measures', 7]
['2020-03-08', 'virus', 18]
['2020-03-08', 'said', 37]
['2020-03-08', 'would', 6]
['2020-03-08', 'home', 5]
['2020-03-08', 'week', 4]
['2020-03-08', 'person', 7]
['2020-03-08', 'infected', 6]
['2020-03-08', 'while', 5]
['2020-03-08', 'last', 8]
['2020-03-08', 'news', 4]
['2020-03-08', 'this', 9]
['2020-03-08', 'under', 4]
['2020-03-08', 'control', 2]
['2020-03-08', 'medical', 8]
['2020-03-08', 'told', 2]
['2020-03-08', 'symptoms', 6]
['2020-03-08', 'that', 38]
['2020-03-08', 'died', 4]
['2020-03-08', 'over', 6]
['2020-03-08', 'according', 6]
['2020-03-08', 'public', 9]
['2020-03-08', 'health', 34]
['2020-03-08', 'first', 12]
['2020-03-08', 'many', 6]
['2020-03-08', 'state', 11]
['2020-03-08', 'were', 16]
['2020-03-08', 'travel', 5]
['2020-03-08', 'more', 10]
['2020-03-08', 'deadly', 3]
['2020-03-08', 'countries', 3]
['2020-03-08', 'some', 3]
['2020-03-08', 'about', 6]
['2020-03-08', 'their', 13]
['2020-03-08', 'into', 2]
['2020-03-08', 'also', 7]
['2020-03-08', 'february', 2]
['2020-03-08', 'days', 5]
['2020-03-08', 'which', 8]
['2020-03-08', '2020', 12]
['2020-03-08', 'reuters', 3]
['2020-03-08', 'than', 6]
['2020-03-08', 'people', 15]
['2020-03-08', 'authorities', 3]
['2020-03-08', 'three', 5]
['2020-03-08', 'deaths', 2]
['2020-03-08', 'take', 11]
['2020-03-08', 'death', 2]
['2020-03-08', 'confirmed', 12]
['2020-03-08', 'will', 10]
['2020-03-08', 'city', 2]
['2020-03-08', 'international', 3]
['2020-03-08', 'ministry', 8]
['2020-03-08', 'case', 15]
['2020-03-08', 'patients', 5]
['2020-03-08', 'hospital', 12]
['2020-03-08', 'around', 3]
['2020-03-08', 'could', 4]
['2020-03-08', 'epidemic', 2]
['2020-03-08', 'they', 6]
['2020-03-08', 'time', 2]
['2020-03-08', 'says', 2]
['2020-03-08', 'what', 4]
['2020-03-08', 'united', 2]
['2020-03-08', 'when', 2]
